Key,Source,Context,Changes,English,French,German,Klingon,Spanish
sauerkraut,,,,Sauerkraut,,,,
sauerkrautDesc,,,,Nothing goes better with a hot dog than sauerkraut. Too bad you dont have any hot dogs. Oh well this will do.\n [ Crafted in [dd6262]Stoves[-] with a Skillet. ],,,,
picklesDesc,,,,You used to LOVE pickles and now with all this time to yourself you can love them even more.\n [ Crafted in [dd6262]Food Prep Table[-]  ] ,,,,
marinatedTomatoesDesc,,,,Unleash your inner Ragu and make dishes like Grandma used to make before she had her face eaten off.\n [ Crafted in Stoves. ],,,,
vinegarDesc,,,,Vinegar is a very common ingredient for many recipes.\n [ Crafted in [dd6262]Brewery Station[-]  ],,,,
polishedWood,,,,Wood (Polished),,Poliertes Holz,,
polishedWoodDesc,,,,Polished wood is refined wood that is used to make all types of decorative furniture,,,,
textile,,,,Textile,,Textilien,,
textileDesc,,,,Textile is a versatile type of fabric that comes in many colors and can be used to craft clothing and decorating items,,,,
scoobySnack,,,,Scooby Snacks,,,,
scoobySnackDesc,,,,Like there's times I'll do anything for a Scoobie Snack,,,,
vegetableJuice,,,,Vegetable Drink,,Gemüsedrink,,
vegetableJuiceDesc,,,,Nothing like a vegetable concoction to make you feel whole again.\n [ Crafted in [dd6262]Blender[-]  ],,,,
wallTorchDesc,,,,These torches are crafted with the most care and can be used for extra lighting WITHOUT attracting any attention,,,,
BustedBus,,,,Busted Bus,,,,
damagedCarD0,,,,Old Car,,,,
damagedCarD1,,,,Damaged Old Car,,,,
damagedCarD2,,,,Wrecked Old Car,,,,
damagedVanD0,,,,Old Van,,,,
damagedVanD1,,,,Damaged Old Van,,,,
damagedVanD2,,,,Wrecked Old Van,,,,
fireTruck,,,,Fire Truck,,Feuerwehrauto,,
SteamTrain,,,,Steam Engine,,,,
transporter01D0,,,,Old Truck,,,,
transporter01D1,,,,Damaged Old Truck,,,,
transporter01D2,,,,Wrecked Old Truck,,,,
transporter02D0,,,,Old Tanker Truck,,,,
transporter02D1,,,,Damaged Old Tanker Truck,,,,
transporter02D2,,,,Wrecked Old Tanker Truck,,,,
vintageCloset,,,,Wardrobe Closet (Large Storage),,,,
vintageClosetDesc,,,,This old wardrobe closet is perfect for storing those old unused clothes.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
gunLocker,,,,Gun Locker (Large Storage),,,,
gunLockerDesc,,,,Made of sturdy metal this locker is the perfect addition for storing your firearms and weapons.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
tarp,,,,Tarp,,Plane,,
tarpDesc,,,,A strong tarp can be used to make things like rain catchers.,,,,
ElevatorBottomFloor,,,,Elevator Ground,,Fahrstuhl-Bodenplattform,,
ElevatorFloor,,,,Elevator Floor,,Fahrstuhl-Etage,,
ElevatorShaft,,,,Elevator Shaft,,Fahrstuhlschacht,,
ElevatorShaftSmall,,,,Small Elevator Shaft,,Kleiner Fahrstuhlschacht,,
ElevatorPlatformBase,,,,2x2 Lift,,2x2 Aufzug,,
ElevatorPlatformFloor,,,,2x2 Lift Floor,,2x2 Aufzugsetage,,
ElevatorBottomFloorDesc,,,,Ground floor requires a 3x3 space 4 blocks high. Sits 1 block bellow the floor. Place shafts on top to reach the next floor then place a floor. You can place upto 8 additional floors. Use the numpad to select a floor while standing in the elevator.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,,,
ElevatorFloorDesc,,,,Adds additional floors to your elevator. Requires a 3x3 space 4 blocks high and can only be placed on top of shafts. You can have a total of 9 floors including the ground.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,,,
ElevatorShaftDesc,,,,Use this to reach the next floor. This can be placed on top of any elevator part. Requires a 3x3 space 4 blocks high.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,,,
ElevatorShaftSmallDesc,,,,Use this to reach the next floor. This can be placed on top of any elevator part. Requires a 3x3 space 1 block high.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,,,
ElevatorPlatformBaseDesc,,,,Ground floor requires a 2x2 space 1 blocks high. Sits 1 block bellow the floor. Place floor levels at any height directly above the base. You can place upto 8 additional floors. Use the numpad to select a floor while standing on the platform.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,,,
ElevatorPlatformFloorDesc,,,,Adds additional floors to your lift. Requires a 2x2 space 1 block high and can only be placed directly above to base. You can have a total of 9 floors including the ground.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,,,
SemiTruck01,,,,Blue Semi-Truck,,,,
SemiTruck01r,,,,Red Semi-Truck,,,,
SemiTruck01w,,,,White Semi-Truck,,,,
SemiTruck02,,,,Blue Semi-Truck,,,,
SemiTruck02r,,,,Red Semi-Truck,,,,
SemiTruck02w,,,,White Semi-Truck,,,,
SemiTruck03,,,,Blue Semi-Truck,,,,
SemiTruck03r,,,,Red Semi-Truck,,,,
SemiTruck03w,,,,White Semi-Truck,,,,
antiVenom,,,,Anti Venom,,Gegengift,,
antiVenomDesc,,,,Crafted using a Venom Gland Blood Bag and Honey this will cure a Snake Bite.\n [ Crafted in [dd6262]Chemistry Station[-] using a Beaker. ],,,,
spaghetti,,,,Spaghetti,,Spaghetti,,
spaghettiDesc,,,,A delicious helping of hearty Italian Spaghetti. Wheres the Meatballs.\n [ Crafted in [dd6262]Stoves[-] with a Skillet. ],,,,
mirrorBathDesc,,,,A good place to store your medical supplies.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
PinupsDesc,,,,This may look a little weird to some but Farrah Fawcett is dead now and this will do.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
adminbucket,,,,Admin Bucket,,,,
adminbucketWater,,,,Admin Water Filled Bucket,,,,
adminbucketDesc,,,,Admin use only. Can be used to fill pools and dump water.,,,,
BricksDesc,,,,Bricks can be used to make brick blocks for building bases and houses.\n [ Crafted in [dd6262]Forge[-] and [dd6262]Advanced Forge[-]. ],,,,
tipSticks,,,,Journal Entry 1,,,,
tipsToolheads,,,,Journal Entry 2,,,,
tipScavenging,,,,Journal Entry 3,,,,
tipLeathermaking,,,,Journal Entry 4,,,,
tipCarparts,,,,Journal Entry 5,,,,
tipKP,,,,Journal Entry 6,,,,
tipWeaponparts,,,,Journal Entry 7,,,,
tipDryingrack,,,,Journal Entry 8,,,,
tipTailorstation,,,,Journal Entry 9,,,,
tipNewstations,,,,Journal Entry 10,,,,
tipNightterrors,,,,Journal Entry 11,,,,
tipNewores,,,,Journal Entry 12,,,,
tipAdvancedworkbench,,,,Journal Entry 13,,,,
tipAdvancedforge,,,,Journal Entry 14,,,,
tipnewSeeds,,,,Journal Entry 15,,,,
tipNewcooking,,,,Journal Entry 16,,,,
tipRecipeunlocks,,,,Journal Entry 17,,,,
tipPrimitivetools,,,,Journal Entry 18,,,,
tipIronsteel,,,,Journal Entry 19,,,,
tipScraptools,,,,Journal Entry 20,,,,
tipCrowbars,,,,Journal Entry 21,,,,
tipKnives,,,,Journal Entry 22,,,,
tipWeaponstation,,,,Journal Entry 23,,,,
journalQuest,,,,Ravenhearst Guide,,,,
journalQuestDesc,,,,After the entries are added to the Journal Click one of these books and click Recipes to make 1 Collection of Knowledge Points that can be scrapped into 2 Knowledge Points.,,"Nachdem die Einträge zum Journal hinzugefügt wurden, klicke auf eines dieser Bücher und dann auf Rezepte, um 1 Sammlung von Wissenspunkten zu erstellen, die in 2 Wissenspunkte zerlegt werden kann.",,
ravenhearstguideDesc,,,,Craft this book and read it to learn the ins and outs of Ravenhearst. BE CAREFUL as it will place 20 Items in your bag so make sure you have room! After the entries are added to the Journal Click one of these books and click Recipes to make 1 Collection of Knowledge Points that can be scrapped into 2 Knowledge Points.,,"Stelle dieses Buch her und lies es, um alles über Ravenhearst zu erfahren. Sei vorsichtig, denn es werden 20 Gegenstände in deine Tasche gelegt, also stelle sicher, dass genug Platz ist! Nachdem die Einträge zum Journal hinzugefügt wurden, klicke auf eines dieser Bücher und dann auf Rezepte, um 1 Sammlung von Wissenspunkten zu erstellen, die in 2 Wissenspunkte zerlegt werden kann",,
zombiePinup01,,,,Zombie Pin Up Girl 1,,,,
zombiePinup02,,,,Zombie Pin Up Girl 2,,,,
zombiePinup03,,,,Zombie Pin Up Girl 3,,,,
zombiePinup04,,,,Zombie Pin Up Girl 4,,,,
plantedCarrot3Harvestable,,,,Planted Carrot 3 (Harvestable),,Karottenpflanze (erntebereit),,
plantedCucumber3Harvestable,,,,Planted Cucumber 3 (Harvestable),,Gurkenpflanze (erntebereit),,
plantedLettuce3Harvest,,,,Planted Lettuce 3 (Harvestable),,Grüner Salatpflanze (erntebereit),,
plantedOnion3Harvest,,,,Planted Onion 3 (Harvestable),,Zwiebelpflanze (erntebereit),,
plantedCarrot1Desc,,,,Carrot seeds can be planted in dirt to grow carrot.\n [ Crafted in [dd6262]Mortar and Pestle[-]  ],,,,
plantedLettuce1,,,,Lettuce Seed,,"Samen: Grüner Salat",,
plantedOnion1,,,,Onion Seed,,"Samen: Zwiebel",,
plantedLettuce1Desc,,,,Lettuce seeds can be planted in dirt to grow lettuce.\n [ Crafted in [dd6262]Mortar and Pestle[-]  ],,,,
plantedOnion1Desc,,,,Onion seeds can be planted in dirt to grow onions.\n [ Crafted in [dd6262]Mortar and Pestle[-]  ],,,,
onionDesc,,,,Onions can be used as an ingredient in other dishes.,,,,
lettuceDesc,,,,Lettuce can be used as an ingredient in other dishes.,,,,
shed,,,,Storage Shed (Large Storage),,Lagercontainer (großer Stauraum),,
laddersteelDesc,,,,The strongest ladder that you can make.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,,,
genericWBBlockDesc,blocks,Block,KgNone,A world decoration block that can be used in builds.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],Bloc décoratif du monde,Ein Block zur Dekoration der Welt.,,Un bloque de decoración para el mundo
elevatorTestDesc,,,,This small elevator can be locked and used to advanced up a few floors.\n [ Crafted in [dd6262]Advanced Workbench[-]  ] ,,,,
torchPlayerGroupDECODesc,blocks,Block,New,Torches are great for light but should be used sparingly as they attract unwanted attention.\n [ Crafted in [dd6262]Decorating Station[-]  ],,Offene Flammen und flackerndes Licht wie bei Fackeln (weniger bei Kerzen) werden Zombies anziehen.,,
bedBigGroupDesc,blocks,Block,KgNone,Placing it on the ground will let you spawn there when you die and then show the spot on your map. These beds will heal you better than a bedroll\n [ Crafted in [dd6262]Decorating Station[-]  ],En le plaçant à terre vous pourrez réapparaître à cet endroit lorsque vous mourrez et il sera indiqué sur votre carte.,"Wenn du dies platzierst kannst du dort wiedererscheinen, falls du stirbst. Außerdem wird der Standort auf deiner Karte angezeigt.",,"Si la colocas en el suelo, revives allí cada vez que mueras. Además, se mostrará el lugar en el mapa."
tombstoneLarge01Desc,,,,Place this large marker to commemorate a lost loved one\n [ Crafted in [dd6262]Cement Mixer[-]  ],,,,
largeStorageUnlockGroupDesc,blocks,Container,KgNone,A very large lockable storage unit.\n [ Crafted in [dd6262]Decorating Station[-]  ],Une très grosse caisse verrouillable avec un symbole pratique peint sur les côtés. Maintenez [activate] pour la verrouiller ou définir un code.,Eine sehr große abschließbare Kiste mit einem praktischen Symbol auf der Seite. Zum Verschließen oder Kombination eingeben [activate] gedrückt halten.,,Una gran caja con cerrojo con un símbolo muy útil pintado en los costados. Mantén presionado [activate] para cerrar con llave o para definir una combinación.
ovensDesc,,,,These stoves can be upgraded to working stoves you can use but you will lose the loot inside. Upgrade with a Stove Kit.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
brokensinkDesc,,,,I wish I could get this to work but the pipes are missing.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
christmasTree,,,,Christmas Tree,,Weihnachtsbaum,,
christmasTreeDesc,,,,"Thank you so much for all of your help. Without you this mod is not possible. Have a great Christmas and New Year with ALL my thanks and love, Jax",,"Vielen Dank für deine Hilfe. Ohne diese wäre die Mod nicht möglich gewesen. Fröhliche Weihnachten und ein gesundes Neues Jahr. Dankeschön, Jax",,
treeCutter,,,,Wood Chipper,,Holzhäcksler,,
treeCutterDesc,,,,Use a wood chipper to maximize your returns on logs and wood,,"Benutze den Holzhäcksler, um deine Ausbeute an Holz zu maximieren.",,
microwaveDesc,,,,This old microwave still works and can be used to heat soups and stews.,,"Diese alte Mikrowelle funktioniert noch immer. Du kannst sie benutzen, um Suppen und Eintöpfe aufzuwärmen.",,
blenderDesc,,,,This blender can be used to make all kinds of fruit and vegetable drinks.,,Der Mixer wird für alle Arten von Frucht- und Gemüsedrinks verwendet.,,
uncutwoodLog,,,,Tree Log,,Baumstamm,,
uncutwoodLogDesc,,,,You can scrap this log and turn it into normal wood or you can use a Wood Chipper and maximize your return.,,Du kannst den Baumstamm zerlegen um normales Holz zu erhalten oder du benutzt einen Holzhäcksler um deinen Ertrag zu maximieren.,,
veggiedrinksDesc,,,,Powerful fruit and vegetable drinks offer a more healthy way to survive in the Apocalypse.\n [ Crafted in [dd6262]Food Prep Table[-]  ],,Vitaminreiche Frucht- und Gemüsedrinks bieten dir einen gesünderen Weg in der Apokalypse zu überleben.\n [ Herzustellen am Zubereitungstisch für Nahrung ],,
extendedMagazine,,,,Extended Magazine,,Erweitertes Magazin,,
extendedMagazineDesc,,,,An extended magazine can be used with guns to increase the amount of ammo it holds. Keep in mind that the level of your class controls what quality gun you create with this no matter the quality level before hand.,,"Ein erweitertes Magazin kann mit Schusswaffen verwendet werden um die Anzahl der Patronen im Magazin zu erhöhen. Beachte, dass das Level deiner Fertigkeit die Qualität der erstellten Waffe bestimmt, egal welche Qualität sie vorher hatte.",,
SilencerDesc,,,,Silencers when added to a gun will make it much quieter and also will attract much less attention from the undead.  Keep in mind that the level of your class controls what quality gun you create with this no matter the quality level before hand.,,"Schalldämpfer, die mit einer Schusswaffe kombiniert wurden, machen diese viel leiser, was  weniger Aufmerksamkeit bei den Toten erweckt als normale Waffen. Beachte, dass das Level deiner Fertigkeit die Qualität der erstellten Waffe bestimmt, egal welche Qualität sie vorher hatte.",,
ScopeDesc,,,,Scopes can be added to some guns so that you can aim quite a bit closer to your targets.  Keep in mind that the level of your class controls what quality gun you create with this no matter the quality level before hand.,,"Zielfernrohre können an einige Schusswaffen angebracht werden, um deinen Feind besser anvisieren zu können. Beachte, dass das Level deiner Fertigkeit die Qualität der erstellten Waffe bestimmt, egal welche Qualität sie vorher hatte.",,
grillerDesc,,,,This griller is perfect for making burgers and hot dogs.,,,,
toasterDesc,,,,You found this toaster in an old kitchen. Hey at least you can still enjoy toast.,,"Du hast diesen Toster in einer alten Küche gefunden. Juhu, jetzt kannst du deinen Tost genießen.",,
coffeemakerDesc,,,,This coffee maker is able to make all types of coffee and even tea using filters.,,Mit der Kaffeemaschine kannst du alle Arten von Kaffee kochen und auch diverse Tee's wenn du Filter benutzt.,,
plantsBlockGroupDesc,,,,Tree you can place via Creative Menu.,,"Baum, den du übers Kreativmenu setzen kannst.",,
TwineDesc,,,,Twine is a non craftable necessity in many items. It was once said that a battle over Twine caused the fall of the human race at the start of the Apocalypse.,,"Bindfaden ist nicht herstellbar, aber notwenig für viele Rezepte. Es wurde einmal gesagt, dass eine Schlacht um den Bindfaden, den Fall der Menschheit, zu Beginn der Apokalypse, verursacht hat.",,
bridgeAsphaltBlockDesc,,,,A very flexible building block that is perfect for those builds where length is of the utmost importance.\n [ Crafted in [dd6262]Cement Mixer[-]  ],,,,
bridgeMetalRivetBlockDesc,,,,A very flexible building block that is perfect for those builds where length is of the utmost importance.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,,,
bridgeConcreteBlockDesc,,,,A very flexible building block that is perfect for those builds where length is of the utmost importance.\n [ Crafted in [dd6262]Cement Mixer[-]  ],,,,
bridgeWoodBlockDesc,,,,A very flexible building block that is perfect for those builds where length is of the utmost importance.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,"Ein sehr flexibler Baublock, der bestens dafür geeignet ist, lange Bauwerke zu errichten.\n [ Herzustellen in der [dd6262]verbesserten Werkbank[-] ]",,
advancedWorkbench,,,,Advanced Workbench,,Verbesserte Werkbank,,
blacksmithStation,,,,Blacksmith Station,,Schmiede-Station,,
militaryHatchet,,,,Military Hatchet,,Militär-Beil,,
militaryShovel,,,,Military Shovel,,Miltär-Schaufel,,
metalHatchet,,,,Hatchet,,Beil,,
militaryShovelDesc,,,,A strong and durable military shovel that can do much better than a normal tool.,,,,
militaryHatchetDesc,,,,A strong and durable military hatchet that can do much better than a normal tool.,,,,
metalHatchetDesc,,,,A strong and durable metal hatchet that can do a good deal of damage to enemies but is not very good at harvesting.\n [ Crafted in [dd6262]Advanced Forge[-]  ],,,,
plantSeedDesc,,,,Plant these seeds in fertile earth to see what grows. Seeds can only be crafted by a skilled Farmer.\n [ Crafted in [dd6262]Mortar and Pestle[-]  ],,,,
Coffeemaker,,,,Coffee Maker,,Kaffeemaschine,,
benelliM3Super90,items,Item Gun,,Benelli M3 Super 90,,Benelli M3 Super 90,,
benelliM3Super90Desc,items,Item Gun,,A long-barreled shotgun that uses shotgun shells and slugs.,,"Eine Schrotflinte mit langem Lauf, die Schrotmunition und Geschosse verwendet.",,
mP443Rook,items,Item Gun,,MP-443 Rook,,MP-443 Rook,,
mP443RookDesc,items,Item Gun,,The Rook is a standard Russian Military issued pistol with rapid fast firing capabilities. Uses 9mm Bullets.,,Die Rook ist eine russische Militär Standardpistole mit sehr schneller Schussfrequenz. Benutzt 9mm Munition.,,
fiveseveN,items,Item Gun,,Five-Seven,,Five-Seven,,
fiveseveNDesc,items,Item Gun,,The Five SeveN is lined in chrome and framed with polymer for long lasting quality. Uses 9mm Bullets.,,Die Five SeveN ist in Chrom ausgekleidet und mit Polymer umrandet für lang anhaltende Qualität.,,
Wood_Bridge_1x3,,,,Wooden Drawbridge 1X3,,Holzzugbrücke 1x3,,
Wood_Bridge_2x4,,,,Wooden Drawbridge 2X4,,Holzzugbrücke 2x4,,
Scrap_Iron_Gate_2x3,,,,Scrap Iron Gate 2X3,,,,
Wood_Bridge_1x3Desc,,,,A 1 block wide wooden drawbridge.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,Eine 1 Block große Holzzugbrücke.\n [ Herzustellen in der [dd6262]verbesserten Werkbank[-] ],,
Wood_Bridge_2x4Desc,,,,A 2 block wide wooden drawbridge.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,Eine 2 Block große Holzzugbrücke.\n [ Herzustellen in der [dd6262]verbesserten Werkbank[-] ],,
Scrap_Iron_Gate_2x3Desc,,,,An iron gate with double doors.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,,,
chainLinkDesc,,,,Chain link fences provide a nice way of keeping the undead out while being able to fire upon them.\n [ Crafted in [dd6262]Advanced Forge[-]  ],,,,
genericPipeDesc,,,,An assortment of pipe pieces that you can use to create a network of running pipes.\n [ Crafted in [dd6262]Blacksmith Station[-] with a Blacksmith Hammer. ],,,,
railingDecoGroupDesc,blocks,Block,KgNone,A railing is very useful for not falling from high places.\n [ Crafted in [dd6262]Decorating Station[-]  ],Une rambarde permet d'éviter de tomber des espaces en hauteur.,Ein Geländer ist sehr nützlich, um nicht von hochgelegenen Orten zu fallen.,,Una barandilla es muy útil para no caerte desde lugares altos.
televisionGroupDesc,,,,Now you can catch up on the latest episode of the Walking Dead oh wait its the Negan season forget it.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
washingmachineDesc,,,,Yeah thats right. Mommy and Daddy aint going to wash it for you anymore so get busy.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
faucetGroupDesc,,,,What did you think you were going to get that water with your charm.\n [ Crafted in [dd6262]Advanced Forge[-]  ],,,,
electricChainLinkFenceDesc,,,,Applying an electric charge to a chain link fence will do wonders to keep zombies out and fry them where they stand.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,,,
ductGroupDesc,,,,What was once used as heating ducts and water access controls can now be used to create a network of pipes and panels.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
doorGroupDesc,,,,Even though it is the Apocalypse thats not going to stop you from having the perfect looking door.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
legendaryAuger,,,,Legendary Auger,,Legendärer Erdbohrer,,
legendaryAugerDesc,,,,The old gods spoke of a mythic warrior named DreamSmith who once tore through the side of a mountain using this tool.,,"Die alten Götter sprachen von einem mythischen Krieger namens DreamSmith, der mit diesem Werkzeug einmal durch den Berg raste.",,
appleDesc,,,,Apples can be eaten directly from the tree but be careful as some may be spoiled and could make you sick.,,,,
weedDesc,,,,SCORE look what you found. Now go find some rolling paper and chillax brother. Or you can try to cultivate some seeds from it and grow your own.,,,,
questItemDesc,,,,This looks pretty important and I will bet that it has a use so you better hold on to it.,,"Es sieht sehr wichtig aus, ich könnte wetten, dass es einen Nutzen hat. Du solltest es lieber behalten!",,
cigarDesc,,,,"You do love it when a plan comes together, don't you?",,"Du liebst es, wenn ein Plan funktioniert, nicht wahr?",,
cigaretteDesc,,,,"They say these are bad for you but hell if my nerves dont balance out while I smoke them. Hey my brain could be brunch any second, what do I care anymore.",,,,
boxNails,,,,Box of Nails,,Schachtel voll Nägel,,
boxNailsDesc,,,,A box of nails containing several nails for you to use.,,"Diese Schachtel einhält viele Nägel, die du benutzen kannst.",,
ammoBox,,,,Ammo Box (Small Storage),,Munitionskiste (kleiner Stauraum),,
armChair,,,,Old Arm Chair,,,,
gardenBench,,,,Garden Bench,,Gartenbank,,
gardenBenchDesc,,,,Man bird watching never felt this uncomfortable with all these damn vultures.\n [ Crafted in [dd6262]Decorating Station[-]  ],,Das Vogelbeobachten hat sich bei all diesen verdammten Geiern nie so unangenehm angefühlt.\n [ Herzustellen in der [dd6262]Dekorations-Station[-] ],,
armChairDesc,,,,Now all we need is Edith to come with my beer already.\n [ Crafted in [dd6262]Decorating Station[-]  ],,,,
ammoBoxDesc,,,,The perfect place to store your ammo.\n [ Crafted in [dd6262]Decorating Station[-]  ],,Der perfekte Platz um deine Munition zu Lagern.\n [ Herzustellen in der [dd6262]Dekorations-Station[-] ],, 
testblockDesc,,,,These blocks are purely for fun and are test versions of blocks that will one day be in the game. They may not work correctly.,,"Diese Blöcke sind nur zum Spaß, sie sind Testversionen für Blöcke die vielleicht eines Tages im Spiel sein werden. Sie funktionieren wahrscheinlich nicht richtig.",,
rampGutterTest,,,,Gutter Test,,,,
rampGutterOutsideCornerTest,,,,Gutter Outside Corner Test,,,,
trim01,,,,Trim Test,,,,
cube3mTest,,,,Cube 3m Test,,,,
cube3x3x1Test,,,,Cube 3x3 Test,,,,
metalReinforcedWoodDrawBridgeDouble,blocks,Block,New,Reinforced Double Drawbridge,,Verstärkte Zugbrücke,,
billboard,,,,Billboard,,,,
billboardDesc,,,,A rules board testing this.,,,,
breadSliceDesc,,,,Slicing bread in the Food Prep Table will allow you to make sandwiches.\n [ Crafted in [dd6262]Food Prep Table[-] with a Butcher's Knife. ],,Schneide Brot am Zubereitungstisch für Nahrung damit du Sandwiches herstellen kannst.\n [ Herzustellen am [dd6262]Zubereitungstisch für Nahrung[-] mit einem Fleischermesser ],,
breadSlice,,,,Slice of Bread.,,Scheibe Brot,,
cntStorageChest1,blocks,Container,KgNone,Storage Chest,Coffre de rangement,Aufbewahrungstruhe,,Cofre de almacenamiento
cntSecureStorageChest2Desc,blocks,Container,KgNone,A basic storage box that can hold more than a cardboard box. You can lock this box and code it by Holding E,Maintenez [activate] pour le verrouiller ou définir un code.,Zum Verschließen oder Kombination eingeben [activate] gedrückt halten.,,Mantén presionado [activate] para cerrar con llave o para definir una combinación.
cntSecureStorageChest1,blocks,Container,KgNone,Secure Chest (Medium Storage),Coffre de rangement sécurisé,Gesicherte Aufbewahrungstruhe (mittlerer Stauraum),,Cofre de almacenamiento seguro
rebarFrameArch,blocks,Block,KgNone,Rebar Arch Frame,,Stahlgerüst - Bogen,,
rebarFrameCNRFull,blocks,Block,KgNone,Rebar Outside Corner Frame,,Stahlgerüst - äußere Ecke,,
rebarFrameCTRPlate,blocks,Block,KgNone,Rebar Plate (Center) Frame,,Stahlgerüst - Platte (zentriert),,
rebarFrameCTRPole,blocks,Block,KgNone,Rebar Pole (Center) Frame,,Stahlgerüst - Pfosten (zentriert),,
rebarFrameHalf,blocks,Block,KgNone,Rebar Half Frame,,Stahlgerüst - Hälfte,,
rebarFramePillar50,blocks,Block,KgNone,Rebar Pillar 50 Frame,,Stahlgerüst -  Säule 50,,
rebarFramePlate,blocks,Block,KgNone,Rebar Plate Frame,,Stahlgerüst - Platte,,
rebarFramePole,blocks,Block,KgNone,Rebar Pole Frame,,Stahlgerüst - Pfosten,,
rebarFrameEighth,blocks,Block,KgNone,Rebar Eighth Frame,,Stahlgerüst - Achtel,,
rebarFrameQuarter,blocks,Block,KgNone,Rebar Quarter Frame,,Stahlgerüst - Viertel,,
rebarFrameCTREighth,blocks,Block,KgNone,Rebar Eighth (Center) Frame,,Stahlgerüst - Achtel (zentriert),,
pouredRConcreteCTREighth,blocks,Block,KgNone,Poured Reinforced Concrete Eighth (Center),,,,
rebarFrameMasterDesc,,,,These rebar frames made from Rebar can be used to layout a base for metal.\n [ Crafted in [dd6262]Advanced Workbench[-]  ],,Diese Stahlgerüste aus Bewehrungstahl können benutz werden um ein Basislayout aus Matall zu planen.\n [ Herzustellen in der [dd6262]verbesserten Werkbank[-] ],,
rebar,,,,Rebar,,Bewehrungsstahl,,
moonshine,,,,Moonshine,,,,
milk,,,,Milk,,Milch,,
milkDesc,,,,Milk is gathered from cows and can be drank as well as used in recipes,,"Milch kommt von Kühen und kann getrunken werden, sowie in einigen Rezepten als Zutat genutzt werden.",,
moonshineDesc,,,,Moonshine is a good ole boy tradition and can make a man out of anyone.\n [ Crafted in [dd6262]Brewery Station[-]  ],,,,
rebarDesc,,,,Rebar is used to make rebar frames of all kinds.\n [ Crafted in [dd6262]Advanced Forge[-]  ],,Bewehrungsstahl wird benutzt um alle Arten von Stahlgerüsten herzustellen.\n [ Herzustellen im [dd6262]Schmiedeofen[-] ],,
cntEPSCardboardBoxDesc,,,,This cardboard box is simple to make and can store a few valuables.,,,,
antiRad,,,,Trioxin,,Trioxin,,
antiRadDesc,,,,Trioxin can be used to buy you 3 minutes on Radiated Ground and allow you to search Radiated Loot Containers. Be careful to keep Trioxin on you or you may perish in the Radiated Zone.\n [ Crafted in [dd6262]Chemistry Station[-] with a Beaker ],,Trioxin verschafft die ein paar Minuten mehr in der verstrahlten Zone.\n [ Herzustellen in der [dd6262]Chemie-Station[-] ],,
bulletCasingMold,,,,Bullet Casing Mold,,Form: Partonenhülsen,,
bulletTipMold,,,,Bullet Tip Mold,,Form: Geschossspitzen,,
ironArrowHeadMold,,,,Iron Arrowhead Mold,,Form: Eisenpfeilspitzen,,
steelArrowHeadMold,,,,Steel Arrowhead Mold,,Form: Stahlpfeilspitzen,,
pipeMold,,,,Short Iron Pipe Mold,,Form: kurzes Eisenrohr,,
nailMold,,,,Nail Mold,,Form: Nagel,,
glassPaneMold,,,,Glass Pane Mold,,Form: Glasscheiben,,
emptyJarMold,,,,Empty Jar Mold,,Form: Leeres Glas,,
blankMold,,,,Blank Mold,,Leere Form,,
moldDesc,,,,Molds are used to shape and craft items in the Blacksmith Station and Forges. Use a blank mold and the item you want to make to make a specific mold and then place the mold in a station to craft the item.,,Formen werden benötigt um an der Schmiede-Station und im Schmiedeofen Gegenstände herzustellen. Benutze eine Leere Form und den Gegenstand den du herstellen möchtest um eine spezifische Form zu fertigen. Platziere dann diese Form in der Station um den Gegenstand herzustellen.,,
streetLightPlayer,blocks,Electricity,New,Street Light,,Straßenlicht,,
coldfoodYuccaJuice,items,Item Food,,Cold Yucca Juice,,Kalter Yucca Saft,,
coldbottledWater,items,Item Food,,Cold Bottled Water,,Kaltes Wasserglas,,
coldgoldenRodTea,items,Item Food,,Cold Goldenrod Tea,,Kalter Goldrutentee,,
