Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_HandgunExpert03,,Quest Info,NEW,"Handgun Expert 3/11",,"Experte für Handfeuerwaffen 3/11",,
quest_HandgunExpert03_subtitle,,Quest Info,NEW,"Kill 50 zombies",,Töte 50 Zombies,,
quest_HandgunExpert03_description,,Quest Info,NEW,"Kill 50 zombies with a Magnum.",,Töte 50 Zombies mit einer Magnum.,,
quest_HandgunExpert04,,Quest Info,NEW,"Handgun Expert 4/11",,"Experte für Handfeuerwaffen 4/11",,
quest_HandgunExpert04_subtitle,,Quest Info,NEW,"Acquire a Five-Seven",,"Besorge eine Five-Seven",,
quest_HandgunExpert04_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_HandgunExpert05,,Quest Info,NEW,"Handgun Expert 5/11",,"Experte für Handfeuerwaffen 5/11",,
quest_HandgunExpert05_subtitle,,Quest Info,NEW,"Kill 100 zombies",,Töte 100 Zombies,,
quest_HandgunExpert05_description,,Quest Info,NEW,"Kill 100 zombies with a Five-Seven.",,Töte 100 Zombies mit einer Five-Seven.,,
quest_HandgunExpert06,,Quest Info,NEW,"Handgun Expert 6/11",,"Experte für Handfeuerwaffen 6/11",,
quest_HandgunExpert06_subtitle,,Quest Info,NEW,"Acquire an MP-443 Rook",,"Besorge eine MP-443 Rook",,
quest_HandgunExpert06_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_HandgunExpert07,,Quest Info,NEW,"Handgun Expert 7/11",,"Experte für Handfeuerwaffen 7/11",,
quest_HandgunExpert07_subtitle,,Quest Info,NEW,"Kill 100 zombies",,Töte 100 Zombies,,
quest_HandgunExpert07_description,,Quest Info,NEW,"Kill 100 zombies with an MP-443 Rook.",,Töte 100 Zombies mit einer MP-443 Rook.,,
quest_HandgunExpert08,,Quest Info,NEW,"Handgun Expert 8/11",,"Experte für Handfeuerwaffen 8/11",,
quest_HandgunExpert08_subtitle,,Quest Info,NEW,"Acquire a Desert Eagle",,"Besorge einen Desert Eagle",,
quest_HandgunExpert08_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_HandgunExpert09,,Quest Info,NEW,"Handgun Expert 9/11",,"Experte für Handfeuerwaffen 9/11",,
quest_HandgunExpert09_subtitle,,Quest Info,NEW,"Kill 100 zombies",,Töte 100 Zombies,,
quest_HandgunExpert09_description,,Quest Info,NEW,"Kill 100 zombies with a Desert Eagle.",,Töte 100 Zombies mit einem Desert Eagle.,,
quest_HandgunExpert10,,Quest Info,NEW,"Handgun Expert 10/11",,"Experte für Handfeuerwaffen 10/11",,
quest_HandgunExpert10_subtitle,,Quest Info,NEW,"Acquire a Colt Python",,"Besorge einen Colt Python",,
quest_HandgunExpert10_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_HandgunExpert11,,Quest Info,NEW,"Handgun Expert 11/11",,"Experte für Handfeuerwaffen 11/11",,
quest_HandgunExpert11_subtitle,,Quest Info,NEW,"Kill 150 zombies",,Töte 150 Zombies,,
quest_HandgunExpert11_description,,Quest Info,NEW,"Kill 150 zombies with a Colt Python.",,Töte 150 Zombies mit einem Colt Python.,,
quest_RiflesExpert01,,Quest Info,NEW,"Rifles Expert 1/19",,"Experte für Gewehre 1/19",,
quest_RiflesExpert01_subtitle,,Quest Info,NEW,"Kill 50 zombies",,Töte 50 Zombies,,
quest_RiflesExpert01_description,,Quest Info,NEW,"Kill 50 zombies with an SMG.",,Töte 50 Zombies mit einer SMG.,,
quest_RiflesExpert02,,Quest Info,NEW,"Rifles Expert 2/19",,"Experte für Gewehre 2/19",,
quest_RiflesExpert02_subtitle,,Quest Info,NEW,"Acquire a Hunting Rifle",,"Besorge ein Jagdgewehr",,
quest_RiflesExpert02_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_RiflesExpert03,,Quest Info,NEW,"Rifles Expert 3/19",,"Experte für Gewehre 3/19",,
quest_RiflesExpert03_subtitle,,Quest Info,NEW,"Kill 100 zombies",,Töte 100 Zombies,,
quest_RiflesExpert03_description,,Quest Info,NEW,"Kill 100 zombies with a Hunting Rifle.",,Töte 100 Zombies mit einem Jagdgewehr.,,
quest_RiflesExpert04,,Quest Info,NEW,"Rifles Expert 4/19",,"Experte für Gewehre 4/19",,
quest_RiflesExpert04_subtitle,,Quest Info,NEW,"Acquire an AK 47",,"Besorge eine AK 47",,
quest_RiflesExpert04_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_RiflesExpert05,,Quest Info,NEW,"Rifles Expert 5/19",,"Experte für Gewehre 5/19",,
quest_RiflesExpert05_subtitle,,Quest Info,NEW,"Kill 50 zombies",,Töte 50 Zombies,,
quest_RiflesExpert05_description,,Quest Info,NEW,"Kill 50 zombies with an AK 47.",,Töte 50 Zombies mit einer AK 47.,,
quest_RiflesExpert06,,Quest Info,NEW,"Rifles Expert 6/19",,"Experte für Gewehre 6/19",,
quest_RiflesExpert06_subtitle,,Quest Info,NEW,"Acquire a Sniper Rifle",,"Besorge ein Scharfschützengewehr",,
quest_RiflesExpert06_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_RiflesExpert07,,Quest Info,NEW,"Rifles Expert 7/19",,"Experte für Gewehre 7/19",,
quest_RiflesExpert07_subtitle,,Quest Info,NEW,"Kill 100 zombies",,Töte 100 Zombies,,
quest_RiflesExpert07_description,,Quest Info,NEW,"Kill 100 zombies with a Sniper Rifle.",,Töte 100 Zombies mit einem Scharfschützengewehr.,,
quest_RiflesExpert08,,Quest Info,NEW,"Rifles Expert 8/19",,"Experte für Gewehre 8/19",,
quest_RiflesExpert08_subtitle,,Quest Info,NEW,"Acquire a Bolt Rifle",,"Besorge ein Repetier-Gewehr",,
quest_RiflesExpert08_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_RiflesExpert09,,Quest Info,NEW,"Rifles Expert 9/19",,"Experte für Gewehre 9/19",,
quest_RiflesExpert09_subtitle,,Quest Info,NEW,"Kill 100 zombies",,Töte 100 Zombies,,
quest_RiflesExpert09_description,,Quest Info,NEW,"Kill 100 zombies with a Bolt Rifle.",,Töte 100 Zombies mit einem Repetier-Gewehr.,,
quest_RiflesExpert10,,Quest Info,NEW,"Rifles Expert 10/19",,"Experte für Gewehre 10/19",,
quest_RiflesExpert10_subtitle,,Quest Info,NEW,"Acquire an LSAT",,"Besorge eine LSAT",,
quest_RiflesExpert10_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_RiflesExpert11,,Quest Info,NEW,"Rifles Expert 11/19",,"Experte für Gewehre 11/19",,
quest_RiflesExpert11_subtitle,,Quest Info,NEW,"Kill 100 zombies",,Töte 100 Zombies,,
quest_RiflesExpert11_description,,Quest Info,NEW,"Kill 100 zombies with an LSAT.",,Töte 100 Zombies mit einem LSAT.,,
quest_RiflesExpert12,,Quest Info,NEW,"Rifles Expert 12/19",,"Experte für Gewehre 12/19",,
quest_RiflesExpert12_subtitle,,Quest Info,NEW,"Acquire an HK G3",,"Besorge ein HK G3",,
quest_RiflesExpert12_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_RiflesExpert13,,Quest Info,NEW,"Rifles Expert 13/19",,"Experte für Gewehre 13/19",,
quest_RiflesExpert13_subtitle,,Quest Info,NEW,"Kill 150 zombies",,Töte 150 Zombies,,
quest_RiflesExpert13_description,,Quest Info,NEW,"Kill 150 zombies with an HK G3.",,Töte 150 Zombies mit einem HK G3.,,
quest_RiflesExpert14,,Quest Info,NEW,"Rifles Expert 14/19",,"Experte für Gewehre 14/19",,
quest_RiflesExpert14_subtitle,,Quest Info,NEW,"Acquire an M25 Sniper Rifle",,"Besorge ein M25 Scharfschützengewehr",,
quest_RiflesExpert14_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_RiflesExpert15,,Quest Info,NEW,"Rifles Expert 15/19",,"Experte für Gewehre 15/19",,
quest_RiflesExpert15_subtitle,,Quest Info,NEW,"Kill 150 zombies",,Töte 150 Zombies,,
quest_RiflesExpert15_description,,Quest Info,NEW,"Kill 150 zombies with an M25 Sniper Rifle.",,Töte 150 Zombies mit einem M25 Scharfschützengewehr.,,
quest_RiflesExpert16,,Quest Info,NEW,"Rifles Expert 16/19",,"Experte für Gewehre 16/19",,
quest_RiflesExpert16_subtitle,,Quest Info,NEW,"Acquire an IMI Galil",,"Besorge eine IMI Galil",,
quest_RiflesExpert16_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_RiflesExpert17,,Quest Info,NEW,"Rifles Expert 17/19",,"Experte für Gewehre 17/19",,
quest_RiflesExpert17_subtitle,,Quest Info,NEW,"Kill 150 zombies",,Töte 150 Zombies,,
quest_RiflesExpert17_description,,Quest Info,NEW,"Kill 150 zombies with an IMI Galil.",,Töte 150 Zombies mit einem IMI Galil.,,
quest_RiflesExpert18,,Quest Info,NEW,"Rifles Expert 18/19",,"Experte für Gewehre 18/19",,
quest_RiflesExpert18_subtitle,,Quest Info,NEW,"Acquire a VSS Vintorez",,"Besorge eine VSS Vintorez",,
quest_RiflesExpert18_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_RiflesExpert19,,Quest Info,NEW,"Rifles Expert 19/19",,"Experte für Gewehre 19/19",,
quest_RiflesExpert19_subtitle,,Quest Info,NEW,"Kill 200 zombies",,Töte 200 Zombies,,
quest_RiflesExpert19_description,,Quest Info,NEW,"Kill 200 zombies with a VSS Vintorez.",,Töte 200 Zombies mit einer VSS Vintorez.,,
quest_ShotgunExpert,,Quest Info,NEW,"Shotgun Expert",,"Experte für Schrotflinten",,
quest_ShotgunExpert01,,Quest Info,NEW,"Shotgun Expert 1/9",,"Experte für Schrotflinten 1/9",,
quest_ShotgunExpert01_subtitle,,Quest Info,NEW,"Kill 25 zombies",,Töte 25 Zombies,,
quest_ShotgunExpert01_description,,Quest Info,NEW,"Kill 25 zombies with a Sawed Off Shotgun.",,Töte 25 Zombies mit einer Abgesägten Schrotflinte.,,
quest_ShotgunExpert02,,Quest Info,NEW,"Shotgun Expert 2/9",,"Experte für Schrotflinten 2/9",,
quest_ShotgunExpert02_subtitle,,Quest Info,NEW,"Acquire a Pump Shotgun",,"Besorge eine Schrotflinte",,
quest_ShotgunExpert02_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_ShotgunExpert03,,Quest Info,NEW,"Shotgun Expert 3/9",,"Experte für Schrotflinten 3/9",,
quest_ShotgunExpert03_subtitle,,Quest Info,NEW,"Kill 50 zombies",,Töte 50 Zombies,,
quest_ShotgunExpert03_description,,Quest Info,NEW,"Kill 50 zombies with a Pump Shotgun.",,Töte 50 Zombies mit einer Schrotflinte.,,
quest_ShotgunExpert04,,Quest Info,NEW,"Shotgun Expert 4/9",,"Experte für Schrotflinten 4/9",,
quest_ShotgunExpert04_subtitle,,Quest Info,NEW,"Acquire a Benelli M3 Super 90",,"Besorge eine Benelli M3 Super 90",,
quest_ShotgunExpert04_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_ShotgunExpert05,,Quest Info,NEW,"Shotgun Expert 5/9",,"Experte für Schrotflinten 5/9",,
quest_ShotgunExpert05_subtitle,,Quest Info,NEW,"Kill 100 zombies",,Töte 100 Zombies,,
quest_ShotgunExpert05_description,,Quest Info,NEW,"Kill 100 zombies with a Benelli M3 Super 90.",,Töte 100 Zombies mit einer Benelli M3 Super 90.,,
quest_ShotgunExpert06,,Quest Info,NEW,"Shotgun Expert 6/9",,"Experte für Schrotflinten 6/9",,
quest_ShotgunExpert06_subtitle,,Quest Info,NEW,"Acquire a Boomstick",,"Besorge eine Doppelläufige Schrotflinte",,
quest_ShotgunExpert06_description,,Quest Info,NEW,"Find the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Finde die Waffe, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_ShotgunExpert07,,Quest Info,NEW,"Shotgun Expert 7/9",,"Experte für Schrotflinten 7/9",,
quest_ShotgunExpert07_subtitle,,Quest Info,NEW,"Kill 150 zombies",,Töte 150 Zombies,,
quest_ShotgunExpert07_description,,Quest Info,NEW,"Kill 150 zombies with a Boomstick.",,Töte 150 Zombies mit einer Doppelläufigen Schrotflinte.,,
quest_ShotgunExpert08,,Quest Info,NEW,"Shotgun Expert 8/9",,"Experte für Schrotflinten 8/9",,
quest_ShotgunExpert08_subtitle,,Quest Info,NEW,"Craft a Reggie Special",,"Stelle eine Reggie Spezial her",,
quest_ShotgunExpert08_description,,Quest Info,NEW,"Craft the weapon associated with this quest in order to complete it. These recipes will not appear in Crafting menus.",,"Stelle die Waffe her, die für den Abschluss dieser Quest benötigt wird. Diese Rezepte werden nicht im Crafting-Menü angezeigt.",,
quest_ShotgunExpert09,,Quest Info,NEW,"Shotgun Expert 9/9",,"Experte für Schrotflinten 9/9",,
quest_ShotgunExpert09_subtitle,,Quest Info,NEW,"Kill 200 zombies",,Töte 200 Zombies,,
quest_ShotgunExpert09_description,,Quest Info,NEW,"Kill 200 zombies with a Reggie Special.",,Töte 200 Zombies mit einem Reggie Spezial.,,
quest_MedicClass,,Quest Info,NEW,"Medical Skills",,"Der Mediziner in dir",,
quest_MedicClass01,,Quest Info,NEW,"Medical Skills 1/9",,"Der Mediziner in dir 1/9",,
quest_MedicClass01_subtitle,,Quest Info,NEW,"Kill 25 zombies",,Töte 25 Zombies,,
quest_MedicClass01_description,,Quest Info,NEW,"Kill 25 zombies with your Scalpel.",,Töte 25 Zombies mit deinem Skalpell.,,
quest_MedicClass02,,Quest Info,NEW,"Medical Skills 2/9",,"Der Mediziner in dir 2/9",,
quest_MedicClass02_subtitle,,Quest Info,NEW,"Craft 10 First Aid Bandages",,"Stelle 10 mal Erste-Hilfe-Verband her",,
quest_MedicClass02_description,,Quest Info,NEW,"Find the supplies for and craft 10 first aid bandages.",,"Finde die Materialien und stelle 10 mal Erste-Hilfe-Verband her.",,
quest_MedicClass03,,Quest Info,NEW,"Medical Skills 3/9",,"Der Mediziner in dir 3/9",,
quest_MedicClass03_subtitle,,Quest Info,NEW,"Craft 5 Herbal Antibiotics",,Stelle 5 mal Natürliche Antibiotika her,,
quest_MedicClass03_description,,Quest Info,NEW,"Find the supplies for and craft 5 herbal antibiotics.",,"Finde die Materialien und stelle 5 mal Natürliche Antibiotika her.",,
quest_MedicClass04,,Quest Info,NEW,"Medical Skills 4/9",,"Der Mediziner in dir 4/9",,
quest_MedicClass04_subtitle,,Quest Info,NEW,"Craft a Chemistry Station",,"Stelle eine Chemie-Station her",,
quest_MedicClass04_description,,Quest Info,NEW,"A Chemistry Station is used to make complex medical items. Craft and place a Chemistry Station.",,"Die Chemie-Station wird für komplexere medizinische Gegenstände benötigt. Stelle die Chemie-Station her und platziere sie.",,
quest_MedicClass05,,Quest Info,NEW,"Medical Skills 5/9",,"Der Mediziner in dir 5/9",,
quest_MedicClass05_subtitle,,Quest Info,NEW,"Craft 10 First Aid Kits",,Stelle 10 mal Verbandskasten her,,
quest_MedicClass05_description,,Quest Info,NEW,"Find the supplies for and craft 10 first aid kits. You must be INSIDE the station when this craft completes to receive credit for the quest.",,"Finde die Materialien und stelle 10 mal Verbandskasten her. Du musst in der Werkbank/Station sein, während das Herstellen abgeschlossen wird, um die Aufgaben zu erfüllen.",,
quest_MedicClass06,,Quest Info,NEW,"Medical Skills 6/9",,"Der Mediziner in dir 6/9",,
quest_MedicClass06_subtitle,,Quest Info,NEW,"Craft 5 Antibiotics",,"Stelle 5 mal Antibiotika her",,
quest_MedicClass06_description,,Quest Info,NEW,"Find the supplies for and craft 5 antibiotics. You must be INSIDE the station when this craft completes to receive credit for the quest.",,"Finde die Materialien und stelle 5 mal Antibiotika her. Du musst in der Werkbank/Station sein, während das Herstellen abgeschlossen wird, um die Aufgaben zu erfüllen.",,
quest_MedicClass07,,Quest Info,NEW,"Medical Skills 7/9",,"Der Mediziner in dir 7/9",,
quest_MedicClass07_subtitle,,Quest Info,NEW,"Craft 1 Anti Venom",,Stelle 1 Gegengift her,,
quest_MedicClass07_description,,Quest Info,NEW,"Find the supplies for and craft 1 Anti Venom. You must be INSIDE the station when this craft completes to receive credit for the quest.",,"Finde die Materialien und stelle 1 mal Gegengift her. Du musst in der Werkbank/Station sein, während das Herstellen abgeschlossen wird, um die Aufgaben zu erfüllen.",,
quest_MedicClass08,,Quest Info,NEW,"Medical Skills 8/9",,"Der Mediziner in dir 8/9",,
quest_MedicClass08_subtitle,,Quest Info,NEW,"Craft 3 Blue Ice",,"Stelle 3 mal Blue Ice her",,
quest_MedicClass08_description,,Quest Info,NEW,"Find the supplies for and craft 3 grams of Blue Ice. You must be INSIDE the station when this craft completes to receive credit for the quest.",,"Finde die Materialien und stelle 3 mal Blue Ice her. Du musst in der Werkbank/Station sein, während das Herstellen abgeschlossen wird, um die Aufgaben zu erfüllen.",,
quest_MedicClass09,,Quest Info,NEW,"Medical Skills 9/9",,"Der Mediziner in dir 9/9",,
quest_MedicClass09_subtitle,,Quest Info,NEW,"Craft 5 Anti Radiation Pills",,Stelle 5 mal Trioxin her,,
quest_MedicClass09_description,,Quest Info,NEW,"Find the supplies for and craft 5 Anti Radiation Pills. You must be INSIDE the station when this craft completes to receive credit for the quest.",,"Finde die Materialien und stelle 5 mal Trioxin her. Du musst in der Werkbank/Station sein, während das Herstellen abgeschlossen wird, um die Aufgaben zu erfüllen.",,
quest_FarmerClass,,Quest Info,NEW,"Farming Skills",,"Der Farmer in dir",,
quest_FarmerClass01,,Quest Info,NEW,"Farming Skills 1/11",,"Der Farmer in dir 1/11",,
quest_FarmerClass01_subtitle,,Quest Info,NEW,"Kill 15 zombies",,Töte 15 Zombies,,
quest_FarmerClass01_description,,Quest Info,NEW,"Kill 15 zombies with your Blunderbuss.",,"Töte 15 Zombies mit deiner Donnerbüchse.",,
quest_FarmerClass02,,Quest Info,NEW,"Farming Skills 2/11",,"Der Farmer in dir 2/11",,
quest_FarmerClass02_subtitle,,Quest Info,NEW,"Kill 25 zombies",,"Töte 25 Zombies",,
quest_FarmerClass02_description,,Quest Info,NEW,"Kill 25 zombies with a pitchfork.",,"Töte 25 Zombies mit einer Heugabel.",,
quest_FarmerClass03,,Quest Info,NEW,"Farming Skills 3/11",,"Der Farmer in dir 3/11",,
quest_FarmerClass03_subtitle,,Quest Info,NEW,"Place a Mortar and Pestle",,Platziere den Mörser & Stößel,,
quest_FarmerClass03_description,,Quest Info,NEW,"A Mortar and Pestle is used to make various seeds out of plants. You will need to craft one in the forge and place it to complete this quest.",,"Mit dem Mörser & Stößel kannst du Samen für verschiedene Pflanzen herstellen. Du musst einen im Schmiedeofen herstellen und platzieren um die Quest abzuschließen.",,
quest_FarmerClass04,,Quest Info,NEW,"Farming Skills 4/11",,"Der Farmer in dir 4/11",,
quest_FarmerClass04_subtitle,,Quest Info,NEW,"Crafting Seeds",,"Stelle Samen her",,
quest_FarmerClass04_description,,Quest Info,NEW,"Craft the following seeds in the Mortar and Pestle. You must be INSIDE the Pestle craft screen when the seed completes to receive quest credit.",,"Stelle die folgenden Samen in Mörser & Stößel her. Du musst in der Werkbank/Station sein, während das Herstellen abgeschlossen wird, um die Aufgaben zu erfüllen.",,
quest_FarmerClass05,,Quest Info,NEW,"Farming Skills 5/11",,"Der Farmer in dir 5/11",,
quest_FarmerClass05_subtitle,,Quest Info,NEW,"Planting Seeds",,Pflanze die Samen,,
quest_FarmerClass05_description,,Quest Info,NEW,"Plant the seeds you crafted in your garden. They will take about 7 hours in game to grow.",,"Pflanze nun die hergestellten Samen in deinen Garten. Sie werden ca. 7 Ingamestunden benötigen, um zu wachsen.",,
quest_FarmerClass06,,Quest Info,NEW,"Farming Skills 6/11",,"Der Farmer in dir 6/11",,
quest_FarmerClass06_subtitle,,Quest Info,NEW,"Crafting Seeds",,"Stelle Samen her",,
quest_FarmerClass06_description,,Quest Info,NEW,"Craft the following seeds in the Mortar and Pestle. You must be INSIDE the Pestle craft screen when the seed completes to receive quest credit.",,"Stelle die folgenden Samen in Mörser & Stößel her. Du musst in der Werkbank/Station sein, während das Herstellen abgeschlossen wird, um die Aufgaben zu erfüllen.",,
quest_FarmerClass07,,Quest Info,NEW,"Farming Skills 7/11",,"Der Farmer in dir 7/11",,
quest_FarmerClass07_subtitle,,Quest Info,NEW,"Planting Seeds",,Pflanze die Samen,,
quest_FarmerClass07_description,,Quest Info,NEW,"Plant the seeds you crafted in your garden. They will take about 7 hours in game to grow.",,"Pflanze nun die hergestellten Samen in deinen Garten. Sie werden ca. 7 Ingamestunden benötigen, um zu wachsen.",,
quest_FarmerClass08,,Quest Info,NEW,"Farming Skills 8/11",,"Der Farmer in dir 8/11",,
quest_FarmerClass08_subtitle,,Quest Info,NEW,"Crafting Seeds",,"Stelle Samen her",,
quest_FarmerClass08_description,,Quest Info,NEW,"Craft the following seeds in the Mortar and Pestle. You must be INSIDE the Pestle craft screen when the seed completes to receive quest credit.",,"Stelle die folgenden Samen in Mörser & Stößel her. Du musst in der Werkbank/Station sein, während das Herstellen abgeschlossen wird, um die Aufgaben zu erfüllen.",,
quest_FarmerClass09,,Quest Info,NEW,"Farming Skills 9/11",,"Der Farmer in dir 9/11",,
quest_FarmerClass09_subtitle,,Quest Info,NEW,"Planting Seeds",,Pflanze die Samen,,
quest_FarmerClass09_description,,Quest Info,NEW,"Plant the seeds you crafted in your garden. They will take about 7 hours in game to grow.",,"Pflanze nun die hergestellten Samen in deinen Garten. Sie werden ca. 7 Ingamestunden benötigen, um zu wachsen.",,
quest_FarmerClass10,,Quest Info,NEW,"Farming Skills 10/11",,"Der Farmer in dir 10/11",,
quest_FarmerClass10_subtitle,,Quest Info,NEW,"Crafting Seeds",,Stelle Samen her,,
quest_FarmerClass10_description,,Quest Info,NEW,"Craft the following seeds in the Mortar and Pestle. You must be INSIDE the Pestle craft screen when the seed completes to receive quest credit.",,"Stelle die folgenden Samen in Mörser & Stößel her. Du musst in der Werkbank/Station sein, während das Herstellen abgeschlossen wird, um die Aufgaben zu erfüllen.",,
quest_FarmerClass11,,Quest Info,NEW,"Farming Skills 11/11",,"Der Farmer in dir 11/11",,
quest_FarmerClass11_subtitle,,Quest Info,NEW,"Planting Seeds",,Pflanze die Samen,,
quest_FarmerClass11_description,,Quest Info,NEW,"Plant the seeds you crafted in your garden. They will take about 7 hours in game to grow.",,"Pflanze nun die hergestellten Samen in deinen Garten. Sie werden ca. 7 Ingamestunden benötigen, um zu wachsen.",,
quest_SurvivalClass,,Quest Info,NEW,"Survival Skills",,"Überleben in der Apokalypse",,
quest_SurvivalClass01,,Quest Info,NEW,"Survival Skills 1/6",,"Überleben in der Apokalypse 1/6",,
quest_SurvivalClass01_subtitle,,Quest Info,NEW,"Kill 15 zombies",,Töte 15 Zombies,,
quest_SurvivalClass01_description,,Quest Info,NEW,"Kill 15 zombies with your Wooden Bow.",,"Töte 15 Zombies mit deinem Holzbogen.",,
quest_SurvivalClass02,,Quest Info,NEW,"Survival Skills 2/6",,"Überleben in der Apokalypse 2/6",,
quest_SurvivalClass02_subtitle,,Quest Info,NEW,"Kill 2 Stags",,"Töte 2 Hirsche",,
quest_SurvivalClass02_description,,Quest Info,NEW,"Hunt for 2 Stags and kill them. Harvest them with the skinning knife and acquire hides.",,"Jage und töte 2 Hirsche. Schlachte ihn mit dem Häutungsmesser und sammle Tierhäute.",,
quest_SurvivalClass03,,Quest Info,NEW,"Survival Skills 3/6",,"Überleben in der Apokalypse 3/6",,
quest_SurvivalClass03_subtitle,,Quest Info,NEW,"Kill 2 Boars",,Töte 2 Wildschweine,,
quest_SurvivalClass03_description,,Quest Info,NEW,"Hunt for 2 Boars and kill them. Harvest them with the butcher knife and acquire white meat.",,"Jage und töte 2 Wildschweine. Schlachte sie mit dem Fleischermesser und sammle Fleisch.",,
quest_SurvivalClass04,,Quest Info,NEW,"Survival Skills 4/6",,"Überleben in der Apokalypse 4/6",,
quest_SurvivalClass04_subtitle,,Quest Info,NEW,"Cook Some Water",,"Koche etwas Wasser",,
quest_SurvivalClass04_description,,Quest Info,NEW,"The guys are thirsty. Fetch some cans and water and cook them up.",,"Die Jungs sind durstig. Nimm Dosen, fülle sie mit Wasser und koche es ab.",,
quest_SurvivalClass05,,Quest Info,NEW,"Survival Skills 5/6",,"Überleben in der Apokalypse 5/6",,
quest_SurvivalClass05_subtitle,,Quest Info,NEW,"Craft a Rain Catcher",,Stelle eine Regentonne her,,
quest_SurvivalClass05_description,,Quest Info,NEW,"A Rain Catcher can supply you with water when you need it most. You can learn how to craft this by purchasing the Self Sufficient Perk when you are the proper level. Acquire the materials and craft and place a Rain Catcher. It can be emptied every 7 in game hours.",,"Die Regentonne kann dir helfen Wasser zu bekommen. Den benötigten Plan bekommst du, wenn du den benötigten Level des Skills ''Einfallsreich'' kaufst. Sammel die Materialien, baue und platziere die Regentonne. Sie kann nach ca. 7 Ingamestunden geleert werden.",,
quest_SurvivalClass06,,Quest Info,NEW,"Survival Skills 6/6",,"Überleben in der Apokalypse 6/6",,
quest_SurvivalClass06_subtitle,,Quest Info,NEW,"Craft a Chicken Coop",,"Stelle einen Hühnerstall her",,
